4,3680,3676,919.0,919.0,919.0,0.0,0.0
4,4588,4584,1146.0,1146.0,1146.0,0.0,0.0
4,3464,3460,865.0,865.0,865.0,0.0,0.0
4,5216,5212,1303.0,1303.0,1303.0,0.0,0.0
4,5912,5908,1477.0,1477.0,1477.0,0.0,0.0
4,3364,3360,840.0,840.0,840.0,0.0,0.0
4,3132,3128,782.0,782.0,782.0,0.0,0.0
4,3148,3144,786.0,786.0,786.0,0.0,0.0
4,3164,3160,790.0,790.0,790.0,0.0,0.0
4,4248,4244,1061.0,1061.0,1061.0,0.0,0.0
4,2980,2976,744.0,744.0,744.0,0.0,0.0
0,0,0,NaN,NaN,NaN,NaN,NaN
4,3688,3684,921.0,921.0,921.0,0.0,0.0
4,2168,2164,541.0,541.0,541.0,0.0,0.0
4,2868,2864,716.0,716.0,716.0,0.0,0.0
4,2920,2916,729.0,729.0,729.0,0.0,0.0
4,4008,4004,1001.0,1001.0,1001.0,0.0,0.0
4,3800,3796,949.0,949.0,949.0,0.0,0.0
4,3184,3180,795.0,795.0,795.0,0.0,0.0
4,4476,4472,1118.0,1118.0,1118.0,0.0,0.0
4,3028,3024,756.0,756.0,756.0,0.0,0.0
4,2732,2728,682.0,682.0,682.0,0.0,0.0
4,3504,3500,875.0,875.0,875.0,0.0,0.0
4,4728,4724,1181.0,1181.0,1181.0,0.0,0.0
4,2032,2028,507.0,507.0,507.0,0.0,0.0
4,5744,5740,1435.0,1435.0,1435.0,0.0,0.0
4,3708,3704,926.0,926.0,926.0,0.0,0.0
4,3152,3148,787.0,787.0,787.0,0.0,0.0
4,2904,2900,725.0,725.0,725.0,0.0,0.0
4,4772,4768,1192.0,1192.0,1192.0,0.0,0.0
4,4028,4024,1006.0,1006.0,1006.0,0.0,0.0
4,4236,4232,1058.0,1058.0,1058.0,0.0,0.0
4,4484,4480,1120.0,1120.0,1120.0,0.0,0.0
4,3168,3164,791.0,791.0,791.0,0.0,0.0
4,3524,3520,880.0,880.0,880.0,0.0,0.0
4,4528,4524,1131.0,1131.0,1131.0,0.0,0.0
4,4136,4132,1033.0,1033.0,1033.0,0.0,0.0
4,3304,3300,825.0,825.0,825.0,0.0,0.0
4,3160,3156,789.0,789.0,789.0,0.0,0.0
4,2644,2640,660.0,660.0,660.0,0.0,0.0
4,4752,4748,1187.0,1187.0,1187.0,0.0,0.0
4,2844,2840,710.0,710.0,710.0,0.0,0.0
4,2600,2596,649.0,649.0,649.0,0.0,0.0
4,2612,2608,652.0,652.0,652.0,0.0,0.0
4,4960,4956,1239.0,1239.0,1239.0,0.0,0.0
4,3324,3320,830.0,830.0,830.0,0.0,0.0
4,3492,3488,872.0,872.0,872.0,0.0,0.0
4,2624,2620,655.0,655.0,655.0,0.0,0.0
4,4680,4676,1169.0,1169.0,1169.0,0.0,0.0
4,4096,4092,1023.0,1023.0,1023.0,0.0,0.0
4,3156,3152,788.0,788.0,788.0,0.0,0.0
4,5108,5104,1276.0,1276.0,1276.0,0.0,0.0
4,3264,3260,815.0,815.0,815.0,0.0,0.0
4,3864,3860,965.0,965.0,965.0,0.0,0.0
4,2964,2960,740.0,740.0,740.0,0.0,0.0
4,4428,4424,1106.0,1106.0,1106.0,0.0,0.0
4,3772,3768,940.0,943.0,942.0,1.4142135623730951,2.0
4,3144,3140,785.0,785.0,785.0,0.0,0.0
4,4376,4372,1093.0,1093.0,1093.0,0.0,0.0
4,3104,3100,775.0,775.0,775.0,0.0,0.0
4,3748,3744,936.0,936.0,936.0,0.0,0.0
4,3572,3568,892.0,892.0,892.0,0.0,0.0
4,3676,3672,918.0,918.0,918.0,0.0,0.0
4,3568,3564,891.0,891.0,891.0,0.0,0.0
4,1708,1704,426.0,426.0,426.0,0.0,0.0
4,1988,1984,496.0,496.0,496.0,0.0,0.0
